"Scientific_Name","Beak.Width","Beak.Depth","Habitat","Trophic.Level"
"Chaetura cinereiventris",3,2.2,"Forest","Carnivore"
"Chaetura egregia",4.1,2.6,"Forest","Carnivore"
"Chaetura fumosa",1.6,1.9,"Forest","Carnivore"
"Chaetura martinica",1.8,1.6,"Forest","Carnivore"
"Chaetura meridionalis",2.7,2.2,"Forest","Carnivore"
"Chaetura pelagica",2.9,2.4,"Human Modified","Carnivore"
"Chaetura spinicaudus",3.1,2.1,"Forest","Carnivore"
"Chaetura vauxi",2.4,2.2,"Forest","Carnivore"
"Chaetura viridipennis",3.3,2.7,"Forest","Carnivore"
"Collocalia amelis",1.9,2.7,"Forest","Carnivore"
"Collocalia bartschi",2,2.1,"Forest","Carnivore"
"Collocalia brevirostris",4.4,3,"Rock","Carnivore"
"Collocalia elaphra",2.1,1.7,"Forest","Carnivore"
"Collocalia esculenta",1.7,1.6,"Forest","Carnivore"
"Collocalia francica",1.9,1.3,"Forest","Carnivore"
"Collocalia fuciphaga",2.3,1.9,"Forest","Carnivore"
"Collocalia germani",2.4,2,"Forest","Carnivore"
"Collocalia hirundinacea",2.1,1.6,"Forest","Carnivore"
"Collocalia infuscata",2.5,1.8,"Forest","Carnivore"
"Collocalia inquieta",2,2.2,"Forest","Carnivore"
"Collocalia leucophaea",1.9,1.8,"Forest","Carnivore"
"Collocalia linchi",1.8,1.9,"Forest","Carnivore"
"Collocalia maxima",3,2.5,"Forest","Carnivore"
"Collocalia mearnsi",2.1,1.8,"Forest","Carnivore"
"Collocalia nuditarsus",2.9,2.6,"Forest","Carnivore"
"Collocalia ocista",1.8,1.5,"Forest","Carnivore"
"Collocalia orientalis",2.9,2.6,"Forest","Carnivore"
"Collocalia palawanensis",2.5,1.9,"Forest","Carnivore"
"Collocalia papuensis",3.3,2.5,"Rock","Carnivore"
"Collocalia pelewensis",2.1,1.9,"Forest","Carnivore"
"Collocalia rogersi",2.1,1.8,"Rock","Carnivore"
"Collocalia salangana",2.3,2.1,"Rock","Carnivore"
"Collocalia sawtelli",1.7,1.7,"Forest","Carnivore"
"Collocalia spodiopygia",2,1.6,"Forest","Carnivore"
"Collocalia terraereginae",2,1.8,"Grassland","Carnivore"
"Collocalia troglodytes",1.6,1.5,"Forest","Carnivore"
"Collocalia unicolor",2.3,1.8,"Rock","Carnivore"
"Collocalia vanikorensis",1.9,1.8,"Forest","Carnivore"
"Collocalia vulcanorum",2.2,2,"Rock","Carnivore"
"Collocalia whiteheadi",2.9,2.2,"Forest","Carnivore"
"Cypseloides cherriei",3.3,2.6,"Forest","Carnivore"
"Cypseloides cryptus",3.7,2.4,"Forest","Carnivore"
"Cypseloides fumigatus",3.2,2.4,"Forest","Carnivore"
"Cypseloides lemosi",3.3,3,"Human Modified","Carnivore"
"Cypseloides niger",3.4,2.4,"Forest","Carnivore"
"Cypseloides rothschildi",3.5,2.7,"Forest","Carnivore"
"Cypseloides senex",4.5,2.9,"Forest","Carnivore"
"Cypseloides storeri",3.7,2.4,"Forest","Carnivore"
"Cypsiurus balasiensis",3.5,2.1,"Human Modified","Carnivore"
"Cypsiurus parvus",2.7,1.6,"Shrubland","Carnivore"
"Hirundapus caudacutus",3.5,2.8,"Woodland","Carnivore"
"Hirundapus celebensis",5.2,4.1,"Forest","Carnivore"
"Hirundapus cochinchinensis",5.6,3.8,"Forest","Carnivore"
"Hirundapus giganteus",5.6,4.1,"Forest","Carnivore"
"Hydrochous gigas",3.1,3.3,"Riverine","Carnivore"
"Mearnsia novaeguineae",2.4,2.2,"Forest","Carnivore"
"Mearnsia picina",2.9,3.2,"Forest","Carnivore"
"Neafrapus boehmi",1.9,1.6,"Woodland","Carnivore"
"Neafrapus cassini",2.6,2.5,"Forest","Carnivore"
"Panyptila cayennensis",3,2.1,"Forest","Carnivore"
"Panyptila sanctihieronymi",3.8,3.1,"Forest","Carnivore"
"Rhaphidura leucopygialis",2.7,2,"Forest","Carnivore"
"Rhaphidura sabini",2.1,2.2,"Forest","Carnivore"
"Schoutedenapus myoptilus",2.6,2.1,"Forest","Carnivore"
"Schoutedenapus schoutedeni",2.6,2.1,"Forest","Carnivore"
"Streptoprocne biscutata",5,3.9,"Forest","Carnivore"
"Streptoprocne phelpsi",2.5,1.9,"Forest","Carnivore"
"Streptoprocne rutila",3.7,2,"Forest","Carnivore"
"Streptoprocne semicollaris",5.8,4.2,"Forest","Carnivore"
"Streptoprocne zonaris",5.3,4,"Forest","Carnivore"
"Tachornis furcata",2.1,1.8,"Forest","Carnivore"
"Tachornis phoenicobia",1.4,1.4,"Grassland","Carnivore"
"Tachornis squamata",2.8,2.1,"Woodland","Carnivore"
"Tachymarptis aequatorialis",4.3,3.1,"Shrubland","Carnivore"
"Tachymarptis melba",4.5,3.2,"Rock","Carnivore"
"Telacanthura melanopygia",2.9,2.6,"Forest","Carnivore"
"Telacanthura ussheri",2.9,2.3,"Woodland","Carnivore"
"Zoonavena grandidieri",1.5,1.7,"Forest","Carnivore"
"Zoonavena sylvatica",1.8,1.5,"Forest","Carnivore"
"Zoonavena thomensis",1.6,1.7,"Forest","Carnivore"
"Hemiprocne comata",2.8,2,"Forest","Carnivore"
"Hemiprocne coronata",2.9,2,"Woodland","Carnivore"
"Hemiprocne longipennis",3.4,2.4,"Forest","Carnivore"
"Hemiprocne mystacea",4.6,2.8,"Woodland","Carnivore"
"Abeillia abeillei",1.2,1.7,"Forest","Herbivore"
"Adelomyia melanogenys",2.6,2.1,"Forest","Herbivore"
"Aglaeactis aliciae",2.5,2.1,"Shrubland","Herbivore"
"Aglaeactis castelnaudii",2.7,2.2,"Shrubland","Herbivore"
"Aglaeactis cupripennis",2.5,1.8,"Shrubland","Herbivore"
"Aglaeactis pamela",2.6,2.4,"Shrubland","Herbivore"
"Aglaiocercus berlepschi",2.1,2.1,"Forest","Herbivore"
"Aglaiocercus coelestis",2,1.7,"Forest","Herbivore"
"Aglaiocercus kingi",2.5,2.2,"Forest","Herbivore"
"Amazilia amabilis",2,1.9,"Forest","Herbivore"
"Amazilia amazilia",2.9,2,"Shrubland","Herbivore"
"Amazilia beryllina",2.3,2.1,"Forest","Herbivore"
"Amazilia boucardi",2.2,2.2,"Shrubland","Herbivore"
"Amazilia brevirostris",2.1,1.8,"Forest","Herbivore"
"Amazilia candida",2.3,2,"Forest","Herbivore"
"Amazilia castaneiventris",1.9,1.6,"Forest","Herbivore"
"Amazilia chionogaster",2.5,2.2,"Shrubland","Herbivore"
"Amazilia cyanifrons",2.3,1.7,"Woodland","Herbivore"
"Amazilia cyanocephala",2.4,2.2,"Forest","Herbivore"
"Amazilia cyanura",2.4,1.9,"Woodland","Herbivore"
"Amazilia decora",2.1,2.6,"Forest","Herbivore"
"Amazilia edward",1.8,1.7,"Forest","Herbivore"
"Amazilia fimbriata",2.3,2.4,"Forest","Herbivore"
"Amazilia franciae",2.6,2,"Forest","Herbivore"
"Amazilia lactea",2.5,2.2,"Forest","Herbivore"
"Amazilia leucogaster",2.8,2.4,"Woodland","Herbivore"
"Amazilia luciae",2.1,2.5,"Shrubland","Herbivore"
"Amazilia rosenbergi",2.2,2,"Forest","Herbivore"
"Amazilia rutila",2.7,2.1,"Woodland","Herbivore"
"Amazilia saucerrottei",2.7,2.2,"Shrubland","Herbivore"
"Amazilia tobaci",2.3,2,"Forest","Herbivore"
"Amazilia tzacatl",3.1,2.4,"Forest","Herbivore"
"Amazilia versicolor",1.8,2,"Forest","Herbivore"
"Amazilia violiceps",2.7,2.2,"Shrubland","Herbivore"
"Amazilia viridicauda",2.4,2,"Forest","Herbivore"
"Amazilia viridifrons",3,2.4,"Woodland","Herbivore"
"Amazilia viridigaster",2.3,2,"Forest","Herbivore"
"Amazilia yucatanensis",2.7,2.2,"Woodland","Herbivore"
"Androdon aequatorialis",3.1,3.2,"Forest","Herbivore"
"Anopetia gounellei",2.5,2.8,"Shrubland","Herbivore"
"Anthocephala floriceps",1.2,1.2,"Forest","Herbivore"
"Anthracothorax dominicus",2.3,2.3,"Shrubland","Herbivore"
"Anthracothorax mango",2.5,2.3,"Forest","Herbivore"
"Anthracothorax nigricollis",2.4,2.4,"Shrubland","Herbivore"
"Anthracothorax prevostii",2.9,2.7,"Shrubland","Herbivore"
"Anthracothorax veraguensis",2.2,2.1,"Shrubland","Herbivore"
"Anthracothorax viridigula",3,2.7,"Woodland","Herbivore"
"Anthracothorax viridis",2.2,2.1,"Forest","Herbivore"
"Aphantochroa cirrochloris",2.9,2.9,"Forest","Herbivore"
"Archilochus alexandri",1.4,1.6,"Forest","Herbivore"
"Archilochus colubris",1.8,1.9,"Woodland","Omnivore"
"Atthis ellioti",1.1,1.2,"Forest","Herbivore"
"Atthis heloisa",1.3,1.3,"Forest","Herbivore"
"Augastes lumachella",2,1.7,"Shrubland","Herbivore"
"Augastes scutatus",1.6,1.7,"Shrubland","Herbivore"
"Avocettula recurvirostris",2.5,2.4,"Forest","Herbivore"
"Boissonneaua flavescens",2.7,2.4,"Forest","Herbivore"
"Boissonneaua jardini",2.8,2.2,"Forest","Herbivore"
"Boissonneaua matthewsii",2.3,2.4,"Forest","Herbivore"
"Calliphlox amethystina",1.5,1.7,"Forest","Herbivore"
"Calliphlox bryantae",1.3,1.5,"Forest","Herbivore"
"Calliphlox evelynae",1.4,1.5,"Human Modified","Herbivore"
"Calliphlox mitchellii",1.5,1.3,"Forest","Herbivore"
"Calothorax lucifer",1.6,1.6,"Shrubland","Herbivore"
"Calothorax pulcher",1.3,1.6,"Shrubland","Herbivore"
"Calypte anna",1.6,1.7,"Woodland","Herbivore"
"Calypte costae",1.6,1.6,"Shrubland","Herbivore"
"Campylopterus curvipennis",2.7,2.5,"Forest","Herbivore"
"Campylopterus duidae",2.4,2.6,"Forest","Herbivore"
"Campylopterus ensipennis",2.9,2.8,"Forest","Herbivore"
"Campylopterus excellens",3.7,3.5,"Forest","Herbivore"
"Campylopterus falcatus",2.3,2,"Forest","Herbivore"
"Campylopterus hemileucurus",3.3,3,"Forest","Herbivore"
"Campylopterus hyperythrus",2.1,1.9,"Forest","Herbivore"
"Campylopterus largipennis",2.7,2.9,"Forest","Herbivore"
"Campylopterus phainopeplus",2.5,2.2,"Grassland","Herbivore"
"Campylopterus rufus",2.5,2.7,"Forest","Herbivore"
"Campylopterus villaviscensio",2.6,2.4,"Forest","Herbivore"
"Chaetocercus astreans",1.2,1.3,"Forest","Herbivore"
"Chaetocercus berlepschi",1.8,1.4,"Forest","Herbivore"
"Chaetocercus bombus",1.5,1.1,"Forest","Herbivore"
"Chaetocercus heliodor",1.3,1.1,"Forest","Herbivore"
"Chaetocercus jourdanii",1.3,1.2,"Shrubland","Herbivore"
"Chaetocercus mulsant",1.4,1.5,"Forest","Herbivore"
"Chalcostigma herrani",1.7,1.5,"Grassland","Herbivore"
"Chalcostigma heteropogon",1.5,1.6,"Grassland","Herbivore"
"Chalcostigma olivaceum",1.7,1.6,"Grassland","Herbivore"
"Chalcostigma ruficeps",2,1.9,"Forest","Herbivore"
"Chalcostigma stanleyi",1.6,1.7,"Grassland","Herbivore"
"Chalybura buffonii",2.5,2.6,"Forest","Herbivore"
"Chalybura urochrysia",2.6,2.8,"Forest","Herbivore"
"Chlorestes notata",1.8,1.9,"Forest","Herbivore"
"Chlorostilbon alice",1.4,1.2,"Forest","Herbivore"
"Chlorostilbon assimilis",1.7,1.5,"Forest","Herbivore"
"Chlorostilbon auriceps",1.4,1.7,"Shrubland","Herbivore"
"Chlorostilbon canivetii",1.9,1.8,"Forest","Herbivore"
"Chlorostilbon forficatus",1.6,1.7,"Forest","Herbivore"
"Chlorostilbon gibsoni",1.9,1.5,"Woodland","Herbivore"
"Chlorostilbon lucidus",2.5,1.9,"Shrubland","Herbivore"
"Chlorostilbon maugaeus",1.8,1.8,"Forest","Herbivore"
"Chlorostilbon melanorhynchus",2.1,1.8,"Forest","Herbivore"
"Chlorostilbon mellisugus",2.3,1.9,"Forest","Herbivore"
"Chlorostilbon olivaresi",1.4,4.7,"Shrubland","Herbivore"
"Chlorostilbon poortmani",1.6,1.4,"Forest","Herbivore"
"Chlorostilbon ricordii",1.8,1.8,"Forest","Herbivore"
"Chlorostilbon russatus",1.7,1.4,"Forest","Herbivore"
"Chlorostilbon stenurus",1.8,1.4,"Forest","Herbivore"
"Chlorostilbon swainsonii",2,1.8,"Forest","Herbivore"
"Chrysolampis mosquitus",1.8,1.7,"Forest","Herbivore"
"Chrysuronia oenone",2.6,2.2,"Forest","Herbivore"
"Clytolaema rubricauda",2.5,2.3,"Forest","Herbivore"
"Coeligena bonapartei",2.2,2.5,"Forest","Herbivore"
"Coeligena coeligena",2.8,2.6,"Forest","Herbivore"
"Coeligena helianthea",2.4,2.2,"Forest","Herbivore"
"Coeligena iris",2.4,2.5,"Forest","Herbivore"
"Coeligena lutetiae",2.6,2.4,"Forest","Herbivore"
"Coeligena orina",1.1,1.6,"Forest","Herbivore"
"Coeligena phalerata",1.8,2,"Forest","Herbivore"
"Coeligena prunellei",2.8,2.4,"Forest","Herbivore"
"Coeligena torquata",2.4,2.4,"Forest","Herbivore"
"Coeligena violifer",2.8,2.6,"Forest","Herbivore"
"Coeligena wilsoni",2.6,2.3,"Forest","Herbivore"
"Colibri coruscans",2.9,2.5,"Human Modified","Herbivore"
"Colibri delphinae",1.8,2.2,"Forest","Herbivore"
"Colibri serrirostris",2.2,2.2,"Shrubland","Herbivore"
"Colibri thalassinus",2.2,2,"Forest","Herbivore"
"Cyanophaia bicolor",2.1,1.7,"Forest","Herbivore"
"Cynanthus latirostris",2.6,2,"Woodland","Herbivore"
"Cynanthus sordidus",2.3,1.9,"Shrubland","Herbivore"
"Damophila julie",1.2,1.6,"Forest","Herbivore"
"Discosura conversii",1.3,1.3,"Forest","Herbivore"
"Discosura langsdorffi",1.7,1.7,"Forest","Herbivore"
"Discosura letitiae",0.7,1.1,"Forest","Herbivore"
"Discosura longicaudus",1.7,1.7,"Forest","Herbivore"
"Discosura popelairii",1.3,1.6,"Forest","Herbivore"
"Doricha eliza",1.4,1.3,"Shrubland","Herbivore"
"Doricha enicura",1.4,1.5,"Woodland","Herbivore"
"Doryfera johannae",1.9,1.9,"Forest","Herbivore"
"Doryfera ludovicae",2.8,2.3,"Forest","Herbivore"
"Elvira chionura",1.5,1.7,"Forest","Herbivore"
"Elvira cupreiceps",1.5,1.2,"Forest","Herbivore"
"Ensifera ensifera",2.5,3,"Forest","Herbivore"
"Eriocnemis alinae",1.7,1.4,"Forest","Herbivore"
"Eriocnemis cupreoventris",2,1.7,"Forest","Herbivore"
"Eriocnemis derbyi",1.6,2,"Forest","Herbivore"
"Eriocnemis glaucopoides",1.8,2.1,"Human Modified","Herbivore"
"Eriocnemis godini",1.8,1.9,"Forest","Herbivore"
"Eriocnemis isabellae",1.6,1.6,"Forest","Herbivore"
"Eriocnemis luciani",2.1,2.2,"Forest","Herbivore"
"Eriocnemis mirabilis",1.2,1.2,"Forest","Herbivore"
"Eriocnemis mosquera",2,1.6,"Forest","Herbivore"
"Eriocnemis nigrivestis",1.9,1.6,"Forest","Herbivore"
"Eriocnemis vestita",2,1.5,"Forest","Herbivore"
"Eugenes fulgens",2.5,2.8,"Forest","Herbivore"
"Eulampis holosericeus",2,2.2,"Human Modified","Herbivore"
"Eulampis jugularis",2.6,2.1,"Forest","Herbivore"
"Eulidia yarrellii",1.3,1,"Shrubland","Herbivore"
"Eupetomena macroura",3,2.8,"Shrubland","Herbivore"
"Eupherusa cyanophrys",2.5,2.2,"Forest","Herbivore"
"Eupherusa eximia",1.8,1.5,"Forest","Herbivore"
"Eupherusa nigriventris",1.6,1.7,"Forest","Herbivore"
"Eupherusa poliocerca",2.3,2.1,"Forest","Herbivore"
"Eutoxeres aquila",3.6,2.9,"Forest","Herbivore"
"Eutoxeres condamini",3.7,3.1,"Forest","Herbivore"
"Florisuga fusca",2.2,2.7,"Forest","Herbivore"
"Florisuga mellivora",2.6,2.7,"Forest","Herbivore"
"Glaucis aeneus",2.2,2.6,"Forest","Herbivore"
"Glaucis dohrnii",2.8,3.1,"Forest","Herbivore"
"Glaucis hirsutus",3.2,3.5,"Forest","Herbivore"
"Goethalsia bella",2.1,2.8,"Forest","Herbivore"
"Goldmania violiceps",2.7,2.1,"Forest","Herbivore"
"Haplophaedia assimilis",1.6,1.8,"Forest","Herbivore"
"Haplophaedia aureliae",2.3,2,"Forest","Herbivore"
"Haplophaedia lugens",2.1,1.9,"Forest","Herbivore"
"Heliactin bilophus",1.5,1.7,"Woodland","Herbivore"
"Heliangelus amethysticollis",2.5,2.1,"Forest","Herbivore"
"Heliangelus exortis",1.9,1.9,"Forest","Herbivore"
"Heliangelus mavors",2.1,1.7,"Forest","Herbivore"
"Heliangelus micraster",1.8,1.3,"Forest","Herbivore"
"Heliangelus regalis",1.8,1.8,"Forest","Herbivore"
"Heliangelus strophianus",1.9,1.5,"Forest","Herbivore"
"Heliangelus viola",1.8,1.5,"Forest","Herbivore"
"Heliodoxa aurescens",2.6,2.7,"Forest","Herbivore"
"Heliodoxa branickii",2.6,2.2,"Forest","Herbivore"
"Heliodoxa gularis",2.8,2.5,"Forest","Herbivore"
"Heliodoxa imperatrix",3.1,2.8,"Forest","Herbivore"
"Heliodoxa jacula",2.5,2.8,"Forest","Herbivore"
"Heliodoxa leadbeateri",2.9,2.1,"Forest","Herbivore"
"Heliodoxa rubinoides",2.5,2.3,"Forest","Herbivore"
"Heliodoxa schreibersii",3.2,2.8,"Forest","Herbivore"
"Heliodoxa xanthogonys",2.2,2.5,"Forest","Herbivore"
"Heliomaster constantii",2.5,2.7,"Woodland","Herbivore"
"Heliomaster furcifer",2,2.1,"Forest","Herbivore"
"Heliomaster longirostris",2.7,2.7,"Forest","Herbivore"
"Heliomaster squamosus",2.6,2.4,"Forest","Herbivore"
"Heliothryx auritus",2.5,2.4,"Forest","Herbivore"
"Heliothryx barroti",2.2,2.2,"Forest","Herbivore"
"Hylocharis chrysura",2.7,2,"Forest","Herbivore"
"Hylocharis cyanus",2.1,2.1,"Forest","Herbivore"
"Hylocharis eliciae",2.4,2.3,"Forest","Herbivore"
"Hylocharis grayi",2.6,2,"Shrubland","Herbivore"
"Hylocharis humboldtii",1.9,1.6,"Shrubland","Herbivore"
"Hylocharis leucotis",2.4,1.9,"Forest","Herbivore"
"Hylocharis sapphirina",2.1,2.1,"Forest","Herbivore"
"Hylocharis xantusii",2.6,2,"Shrubland","Herbivore"
"Hylonympha macrocerca",3.3,2.7,"Forest","Herbivore"
"Klais guimeti",1.3,1.4,"Forest","Herbivore"
"Lafresnaya lafresnayi",2.5,1.8,"Forest","Herbivore"
"Lampornis amethystinus",2.7,1.9,"Forest","Herbivore"
"Lampornis calolaemus",2.1,2.5,"Forest","Herbivore"
"Lampornis castaneoventris",2.1,2.2,"Forest","Herbivore"
"Lampornis clemenciae",2.5,2.3,"Forest","Herbivore"
"Lampornis hemileucus",2.3,2.7,"Forest","Herbivore"
"Lampornis sybillae",2.4,2.1,"Forest","Herbivore"
"Lampornis viridipallens",2.1,2.1,"Forest","Herbivore"
"Lamprolaima rhami",2.3,2.2,"Forest","Herbivore"
"Lepidopyga coeruleogularis",2,2,"Shrubland","Herbivore"
"Lepidopyga goudoti",2.2,1.6,"Shrubland","Herbivore"
"Lepidopyga lilliae",1.4,1.5,"Forest","Herbivore"
"Lesbia nuna",2.4,1.9,"Shrubland","Herbivore"
"Lesbia victoriae",2.6,2.1,"Shrubland","Herbivore"
"Leucippus baeri",2.2,2,"Shrubland","Herbivore"
"Leucippus chlorocercus",2.4,2,"Shrubland","Herbivore"
"Leucippus fallax",2.3,2.2,"Shrubland","Herbivore"
"Leucippus taczanowskii",2.6,2,"Shrubland","Herbivore"
"Leucochloris albicollis",2.5,2.2,"Forest","Herbivore"
"Loddigesia mirabilis",1.3,1.4,"Shrubland","Herbivore"
"Lophornis adorabilis",1.6,1.4,"Forest","Herbivore"
"Lophornis brachylophus",1.6,1.6,"Forest","Herbivore"
"Lophornis chalybeus",1.8,1.7,"Forest","Herbivore"
"Lophornis delattrei",1.2,1.2,"Human Modified","Herbivore"
"Lophornis gouldii",1.3,1.4,"Human Modified","Herbivore"
"Lophornis helenae",1.4,1.1,"Forest","Herbivore"
"Lophornis magnificus",1.7,1.5,"Human Modified","Omnivore"
"Lophornis ornatus",1.2,1.2,"Human Modified","Omnivore"
"Lophornis pavoninus",1.3,1.2,"Human Modified","Herbivore"
"Lophornis stictolophus",1.2,1.2,"Human Modified","Herbivore"
"Mellisuga helenae",1,1,"Forest","Herbivore"
"Mellisuga minima",1.3,1.1,"Human Modified","Herbivore"
"Metallura aeneocauda",1.9,2.1,"Forest","Herbivore"
"Metallura baroni",1.7,1.4,"Forest","Herbivore"
"Metallura eupogon",1.4,1.9,"Forest","Herbivore"
"Metallura iracunda",0.9,1,"Grassland","Herbivore"
"Metallura odomae",1.6,1.8,"Forest","Herbivore"
"Metallura phoebe",2.2,1.9,"Shrubland","Herbivore"
"Metallura theresiae",1.4,2.1,"Forest","Herbivore"
"Metallura tyrianthina",2.1,1.7,"Forest","Herbivore"
"Metallura williami",1.6,1.5,"Forest","Herbivore"
"Microchera albocoronata",1.6,1.5,"Forest","Herbivore"
"Microstilbon burmeisteri",1.5,1.6,"Shrubland","Herbivore"
"Myrmia micrura",1.5,1.2,"Shrubland","Herbivore"
"Myrtis fanny",1.7,1.4,"Shrubland","Herbivore"
"Ocreatus underwoodii",2,1.7,"Forest","Herbivore"
"Opisthoprora euryptera",1.9,1.8,"Shrubland","Herbivore"
"Oreonympha nobilis",2.5,2.3,"Shrubland","Herbivore"
"Oreotrochilus adela",2.4,2.4,"Forest","Herbivore"
"Oreotrochilus chimborazo",2.6,2.2,"Grassland","Herbivore"
"Oreotrochilus estella",2.4,2.5,"Grassland","Herbivore"
"Oreotrochilus leucopleurus",2.3,2.2,"Grassland","Herbivore"
"Oreotrochilus melanogaster",2.4,2.3,"Grassland","Herbivore"
"Orthorhyncus cristatus",1.3,1.3,"Human Modified","Herbivore"
"Oxypogon guerinii",1.6,1.4,"Shrubland","Herbivore"
"Panterpe insignis",2.1,2.1,"Forest","Herbivore"
"Patagona gigas",4.6,3.5,"Shrubland","Herbivore"
"Phaeochroa cuvierii",2.8,2.3,"Human Modified","Herbivore"
"Phaethornis anthophilus",2.3,2.3,"Forest","Herbivore"
"Phaethornis atrimentalis",1.7,1.9,"Forest","Herbivore"
"Phaethornis augusti",2.2,2.2,"Forest","Herbivore"
"Phaethornis bourcieri",2.4,2.7,"Forest","Herbivore"
"Phaethornis eurynome",2.6,2.6,"Forest","Herbivore"
"Phaethornis griseogularis",1.7,1.9,"Forest","Herbivore"
"Phaethornis guy",3.3,2.5,"Forest","Herbivore"
"Phaethornis hispidus",2.6,2.5,"Forest","Herbivore"
"Phaethornis idaliae",1.7,1.8,"Forest","Herbivore"
"Phaethornis koepckeae",2.3,2.1,"Forest","Herbivore"
"Phaethornis longirostris",3.2,3,"Forest","Herbivore"
"Phaethornis longuemareus",2.2,2.4,"Forest","Herbivore"
"Phaethornis malaris",3,3.1,"Forest","Herbivore"
"Phaethornis nattereri",2,1.8,"Woodland","Herbivore"
"Phaethornis philippii",2.9,2.6,"Forest","Herbivore"
"Phaethornis pretrei",2.6,2.7,"Woodland","Herbivore"
"Phaethornis ruber",1.6,2,"Forest","Herbivore"
"Phaethornis rupurumii",2.1,2,"Forest","Herbivore"
"Phaethornis squalidus",2.5,2.2,"Forest","Herbivore"
"Phaethornis striigularis",2.4,2,"Forest","Herbivore"
"Phaethornis stuarti",2.6,1.8,"Forest","Herbivore"
"Phaethornis subochraceus",2.4,2.4,"Woodland","Herbivore"
"Phaethornis superciliosus",2.8,2.8,"Forest","Herbivore"
"Phaethornis syrmatophorus",2.7,2.4,"Forest","Herbivore"
"Phaethornis yaruqui",2.6,2.7,"Forest","Herbivore"
"Phlogophilus harterti",2.2,1.8,"Forest","Herbivore"
"Phlogophilus hemileucurus",2,1.9,"Forest","Herbivore"
"Polyonymus caroli",2.3,2,"Shrubland","Herbivore"
"Polytmus guainumbi",2.8,2.2,"Grassland","Herbivore"
"Polytmus milleri",2.1,2.6,"Forest","Herbivore"
"Polytmus theresiae",2.3,2.1,"Grassland","Herbivore"
"Pterophanes cyanopterus",2.1,2.6,"Forest","Herbivore"
"Ramphodon naevius",3.8,4.4,"Forest","Herbivore"
"Ramphomicron dorsale",1.4,1.2,"Forest","Herbivore"
"Ramphomicron microrhynchum",1.3,1.2,"Forest","Herbivore"
"Rhodopis vesper",1.9,1.7,"Shrubland","Herbivore"
"Sappho sparganura",1.9,1.7,"Shrubland","Herbivore"
"Schistes geoffroyi",2.2,1.9,"Forest","Herbivore"
"Selasphorus ardens",1.9,2,"Shrubland","Herbivore"
"Selasphorus flammula",1.6,1.5,"Grassland","Herbivore"
"Selasphorus platycercus",2.1,1.6,"Forest","Herbivore"
"Selasphorus rufus",1.6,1.7,"Forest","Herbivore"
"Selasphorus sasin",1.9,1.9,"Shrubland","Herbivore"
"Selasphorus scintilla",1.5,1.5,"Human Modified","Herbivore"
"Sephanoides fernandensis",2.9,2,"Forest","Herbivore"
"Sephanoides sephaniodes",2.1,2.1,"Human Modified","Herbivore"
"Stellula calliope",2.1,1.5,"Shrubland","Herbivore"
"Stephanoxis lalandi",1.7,1.8,"Human Modified","Herbivore"
"Sternoclyta cyanopectus",3.5,2.9,"Forest","Herbivore"
"Taphrolesbia griseiventris",2.4,1.8,"Shrubland","Herbivore"
"Taphrospilus hypostictus",3,2.3,"Forest","Herbivore"
"Thalurania colombica",2.3,1.5,"Forest","Herbivore"
